Razão_Social;geom;Data_de_Ativação
NETAO AUTO POSTO  LTDA;-43.0188403,-22.817726400000012;02/2009
NEVES MACUCO AUTO POSTO LTDA;-42.25485659999999,-21.987362600000008;10/2004
NEVES REVENDEDORA  DE GAS LTDA ME;-43.3115751,-22.813758900000014;07/2009
NILO DOS SANTOS DEPOSITO DE GAS GLP ME.;-43.3311959,-22.762364200000015;05/2010
NILOGAS COMERCIO DE GAS LTDA ME;-43.4267851,-22.802435600000006;12/2011
NILOGAS REVENDEDORA DE GAS LTDA ME.;-43.4108459,-22.814486800000015;02/2012
NILSON BASTOS DE PAULA;-41.9493917,-21.0232181;08/2010
NINA AUTO POSTO LTDA;-43.1777905,-22.938091200000002;10/2004
NIRVANA COMÉRCIO DE GÁS LTDA.;-43.4245407,-22.816531499999993;05/2010
NISSAN DO BRASIL AUTOMOVEIS LTDA;-44.4513347,-22.47096590000002;10/2013
NERAK COMERCIO DE GLP LTDA;-43.4432836,-22.769122700000008;11/2011
NIVALDO RODRIGUES COSTA ME;-42.72856320569851,-22.735579661859177;03/2012
NORDESTE PETROLEO LTDA;-43.382194199999994,-22.973046000000018;10/2004
NORTE GÁS TOTAQL LTDA - ME;-43.288683899999995,-22.883296200000004;03/2011
NORTEGAS COMERCIAL LTDA - ME;-41.35395710000002,-21.740481000000003;10/2014
NOSSO GÁS RESENDE LTDA.;-44.43856850000001,-22.456029300000008;02/2009
NOTA 10 AUTO SERVIÇOS LTDA;-43.2580521,-22.946123800000006;10/2004
NOVA ANGRA COMÉRCIO DE GÁS E ÁGUA LTDA. ME.;-44.3075826,-23.00045000000002;07/2010
NOVA CANAA COMERCIO DE GÁS LIQUEFEITO DE PETRÓLEO LTDA;-43.363003899999995,-22.824380900000005;11/2010
NOVA ESPERANÇA 2001 COMÉRCIO DE GÁS LTDA ME;-43.379217399999995,-22.730296699999997;07/2010
NOVA FILADELFIA COMÉRCIO DE GÁS LTDA.;-43.04515409999998,-22.645336200000006;09/2010
NOVA GAS REVENDEDORA DE GLP LTDA - ME;-42.53407959999999,-22.288726100000012;03/2010
NOVA MADUREIRA AUTO POSTO LTDA ME;-43.2356496,-22.915848000000008;03/2009
NOVA MINAS GÁS DE CORDEIRO LTDA;-42.3578121,-22.026419100000016;09/2010
NOVA PARADINHA AUTO POSTO LTDA.;-43.2521445,-22.855614099999997;11/2005
NOVA REDE DE ELETRODOMESTICOS LTDA;-42.3625072,-22.883798700000018;03/2010
NOVA REDE DE TERESOPOLIS COMÉRCIO DE GÁS LTDA;-42.9756016,-22.416960499999995;12/2008
NOVACAP Ind. Com. de Concreto Betuminoso Ltda;-42.5422726,-22.299808200000015;12/2011
NOVAGÁS COMÉRCIO DE GÁS LTDA - ME;-42.64438250000001,-22.720962300000018;03/2011
NOVAGÁS COMÉRCIO DE GÁS LTDA - ME;-42.466942200000005,-22.883269100000014;07/2014
NOVO GÁS DA SERRA COMÉRCIO E TRANSPORTE LTDA EPP;-43.29578540000001,-22.685932200000003;02/2012
NOVO GAS EM INHOAIBA LTDA ME;-43.59489200000001,-22.89964519999999;05/2012
NOVO GRAMACHO ENERGIA AMBIENTAL S.A.;-43.2697926,-22.752152500000008;11/2013
NOVO HYPERION RIO POSTO DE GASOLINA LTDA.;-43.30515470000001,-23.008549500000008;10/2004
NOVO MILENIO COMÉRCIO DE GÁS LTDA ME;-43.5695858,-22.70150490000001;04/2010
NOVO REY DO GÁS COMÉRCIO LTDA;-43.3623348,-22.911469499999995;11/2010
NOVO RIO IMP. E EXP. MERCANTIL LTDA;-43.227990199999994,-22.884832400000015;10/2004
NOVO ROLÉ AUTOPOSTO LTDA.;-42.0367803,-20.966373400000005;11/2005
NP PINA COMÉRCIO E TRANSPORTE DE GÁS GLP ME;-43.089049800000005,-22.87898690000002;10/2009
NUNES COMÉRCIO DE GLP LTDA;-43.00846140000001,-22.862923100000007;11/2010
NUNES E FARIAS REVENDEDORA DE GAS LTDA.;-43.5588666,-22.925427300000013;01/2011
NUNES SOS COMERCIO DE GAS LTDA;-43.28843630000001,-22.83449380000002;12/2010
O CARVALHAIS POSTO DE GASOLINA;-43.6782842,-22.927057600000005;10/2004
O MEU TELE GAZ LTDA ME;-43.37298909999999,-22.793111700000015;08/2010
O TIGRE DE CASCADURA POSTO E GARAGEM LTDA;-43.33203300000001,-22.88467340000001;01/2005
OADAGAS COMÉRCIO LTDA;-43.47343570000001,-22.87905550000001;08/2008
OASIS COMBUSTIVEIS LTDA;-41.397282,-21.80825030000001;06/2014
OCTANE AUTO POSTO LTDA;-43.252108400000004,-22.660290500000006;02/2009
OG CARVALHO GÁS;-43.59952800000001,-22.8908763;07/2009
OICENSET COMERCIO DE GAS LTDA;-43.47100699999999,-22.87532940000001;11/2012
OLARIA AUTO POSTO LTDA;-43.266204,-22.839587800000018;10/2004
OLIVEIRA E DO VALLE COMERCIO DE GAS LTDA - ME;-42.04295439999999,-20.967348300000022;02/2014
OLIVEIRA SOARES COMÉRCIO DE GÁS LTDA;-43.204619599999994,-22.053048000000008;09/2009
NR DE MIGUEL COUTO DEPÓSITO DE GÁS LTDA - ME;-43.425279200000006,-22.7091238;09/2011
OLIVEIRAS COMERCIO VAREJISTA DE GLP LTDA - EPP;-42.941442400000014,-22.7792609;06/2014
ON TIME TRANSPORTADORA TURISTICA LTDA;-43.2581966,-22.841410000000007;12/2011
ONDA GÁS COMERCIO LTDA;-43.375799699999995,-22.882902199999997;11/2010
ONE WAY DO ALTO COMERCIO E TRANSPORTE LTDA ME;-42.1356492,-21.9581666;01/2005
OPALA CONCRETO LTDA;-42.6535007,-22.46501090000001;03/2012
OPALA CONCRETO LTDA;-41.0484428,-21.636844600000007;03/2013
OPÇÃO JCA TURISMO E FRETAMENTO LTDA;-41.316216600000004,-21.72159470000001;05/2014
OPÇÃO JCA TURISMO E FRETAMENTO LTDA;-41.316216600000004,-21.72159470000001;11/2014
OPERADORA DE POSTOS E SERVICOS LTDA.;-43.1791605,-22.9557517;10/2004
OR REVENDEDORA DE GÁS GL LTDA.;-43.0275032,-22.78390180000001;10/2009
ORGANIZAÇÃO CANTAGALO LTDA;-43.7218776,-22.25580180000001;10/2004
ORGANIZAÇÕES ALDEIA DA PEDRA DE ITAOCARA LTDA.;-42.0791738,-21.67089400000001;10/2004
ORGANIZAÇOES DE CARNES FERMAR LTDA;-44.0928141,-22.512184000000023;09/2004
ORGANIZACOES FRANCO LTDA ME;-42.2025072,-22.485866700000017;02/2010
ORIENTE CONSTRUÇÃO CIVIL LTDA;-43.28555169999999,-22.779921200000008;01/2012
ORIENTE CONSTRUÇÃO CIVIL LTDA;-42.3694006,-22.8095464;01/2012
ORIENTE CONSTRUÇÃO CIVIL LTDA;-41.7788348,-22.378079100000004;02/2012
ORMEL AUTO POSTO LTDA;-43.40025510000001,-22.96265470000001;10/2004
OSMAR DA ROCHA MONTEIRO - ME;-42.342685800000005,-22.879917400000007;06/2014
OSORIO'S POSTO E SERVIÇOS LTDA;-43.019255900000005,-22.828205900000015;09/2004
OSWALDO JUDICE DE MORAES;-44.1588211,-22.549787700000017;10/2004
ORGANIZAÇAO TUPY LTDA;-44.1779889,-22.541499600000023;10/2004
OURIQUE DISTRIBUIDORA DE GÁS;-43.28570050000001,-22.823593600000013;02/2010
OURO NEGRO COMB. LUB. ACESSORIOS E SERVICOS LTDA;-43.268199,-22.905093599999997;10/2004
OUROGÁS REVENDEDORA DE GÁS LTDA;-43.3194811,-22.761392200000014;09/2009
OUROPAN AUTO POSTO - EIRELI;-44.5088999,-22.467852200000003;08/2010
OXALA POSTO DE GASOLINA LTDA;-43.479412,-22.8807608;10/2004
P & P COMERCIO DE GAS LTDA.;-42.0119532,-22.863784100000004;06/2010
P FERREIRA MARTINS COMERCIO DE GAS ME;-43.5361478,-22.732736800000012;02/2011
P J  REVENDEDORA DE GÁS LTDA;-43.3115073,-22.73597520000002;03/2011
P. LOPES GNV POSTO DE SERVIÇOS LTDA.;-43.3143231,-22.853697600000014;01/2005
P. M. BRAGA COMÉRCIO DE GÁS ME;-44.1184905,-22.55651020000002;04/2010
P P A C DISTRIBUIDORA DE GÁS LTDA - ME;-43.9005916,-22.633896700000015;07/2009
P. P. MORAIS POSTO DE GÁS;-42.96256820000001,-22.8258313;05/2009
P. P. MORAIS POSTO DE GÁS;-42.6279835,-22.718608899999996;04/2010
P S D DACAS COMERCIO VAREJISTA DE GAS GLP ME.;-43.041504,-22.646338000000004;05/2010
P S V GONÇALVES ME.;-42.0508248,-22.884774900000018;07/2009
PACHECO & SANGLARD LTDA;-42.0076409,-21.961380200000004;10/2004
PACOBAIBA REP. E COM GAS LTDA ME;-43.15977790000001,-22.707257700000003;11/2012
PADILHA XAVIER COMÉRCIO E SERVIÇOS LTDA;-42.183559200000005,-21.5415319;10/2004
PADRAO AUTO POSTO DE COMBUSTIVEIS LTDA.;-41.980055300000004,-21.04254640000001;09/2004
POSTO DOS CARRETEIROS LTDA;-42.4044647,-22.081248400000003;10/2004
PAGE DEPOSITO DE GAS LTDA -ME;-43.541568600000005,-22.857517499999993;12/2008
OURO VERDE REVENDEDORA DE GAS LTDA ME;-43.48785900000001,-22.75218030000001;12/2009
PAIVA & PORTO DEPOSITO DE GLP - LTDA.;-41.2782716,-21.791665099999996;05/2010
PALHANO E PERÓN COMÉRCIO DE GÁS GLP LTDA. - ME;-42.038998,-22.877289000000008;04/2010
PALLADIUM COMÉRCIO VAREJISTA DE COMBUSTIVIES LTDA - ME;-41.327121600000005,-21.723577600000006;03/2014
PALUMA POSTO DE COMBUSTIVIES EIRELI EPP;-42.689911756872895,-22.720202651433688;12/2014
PAPALÉGUA COMÉRCIO DE GÁS E TRANSPORTE LTDA.;-43.36749,-22.781906099999997;08/2010
PAPOULA COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.337398900000004,-22.882463900000015;03/2005
PARADA MODELO COMERCIO E INDUSTRIA LTDA;-42.9864742,-22.5472731;10/2004
PARAISO LUBRIFICANTES LTDA;-44.40688200000001,-22.45681420000002;10/2004
PARQUE DE MATERIAL AERONÁUTICO DOS AFONSOS;-43.38211020000001,-22.881141399999997;03/2012
PASCOAL COMERCIO DE MADALENA LTDA ME;-42.01048889999999,-21.9598306;08/2012
PASMIRANDA COMERCIO DE MOVEIS LTDA;-41.7811056,-22.37276860000001;01/2011
PATRÍCIA DISTRIBUIDORA DE GÁS LTDA.;-43.309059100000006,-22.705656700000006;10/2010
PATRUS TRANSPORTES URGENTES LTDA;-43.286035299999995,-22.77544710000002;06/2013
PAULINE REVENDEDORA DE GAS LTDA.;-43.39905840000001,-22.722000700000006;03/2010
PAULO BATISTA ZAVOLI COMÉRCIO DE GÁS - ME;-42.51958760000001,-22.052551;07/2009
PAULO GUERRA & CIA LTDA;-41.67697429999999,-21.136339699999997;10/2004
PAULO VICTOR COMBUSTIVEIS LTDA;-41.6752793,-21.136871200000012;10/2004
PAUSOM COM DE GAS CLASSE 3 E DIST DE BEBIDAS LTDA ME.;-43.367701499999995,-22.76908370000001;03/2010
PAVAN TRANSPORTES LTDA ME;-43.300871,-22.680242600000017;10/2009
MRS LOGÍSTICA S/A;-43.8227727,-22.472034400000005;04/2011
PARDAL¿S COMÉRCIO DE GÁS LTDA;-43.5014939,-22.749256800000015;02/2010
PCE DISTRIBUIDORA DE GÁS LTDA ME;-43.2621356,-22.690784099999995;02/2011
PCRJ/SECONSERVA;-43.3243608,-22.846548399999996;12/2013
P.C.S TAVARES ME;-43.712399100000006,-22.25704680000001;04/2010
PDR GAS COMERCIO DE GAS LTDA;-43.123766,-22.361716400000006;03/2014
PEÇANHA COMÉRCIO DE GÁS LTDA;-43.38047789999999,-22.944652200000018;03/2010
PEDREIRA ITERERE INDUSTRIA ECOMERCIO S/A;-41.3184501,-21.762668200000007;01/2012
PEDREIRA ITERERE INDUSTRIA ECOMERCIO S/A;-41.35300229999999,-21.73566460000001;05/2012
PEDREIRA PRONTA ENTREGA LTDA.;-41.3184501,-21.762668200000007;02/2008
PEDRINCO LTDA - PEDREIRAS E ARTEFATOS DE CONCRETO;-42.5422726,-22.299808200000015;05/2012
PEDRO HENRIQUE M. CAMPOS REVENDEDORA DE GÁS;-43.38544550000001,-22.888011199999998;05/2010
PEDROCAO COMERCIO DE GAS LTDA ME.;-43.532546800000006,-22.91024060000001;05/2010
PEIXOTO VELASCO REVENDORA DE GÁS LTDA;-43.3553757,-22.817837900000022;02/2011
PENEDO TRANSPORTES LTDA;-44.20857089999999,-22.530071500000016;07/2012
PENHA GAS COMERCIO LTDA ME;-41.279727,-21.7921499;12/2014
PERALTA`S POSTO DE SERVIÇOS LTDA.;-43.296760299999995,-22.794552700000015;10/2004
PEREIRA E SANTA BARBARA COMÉRCIO E DISTRIBUIDORA DE GÁS LTDA;-43.4659706,-22.854341700000017;10/2011
PERICLES & FERNANDA COMERCIO DE GAS LTDA.;-41.0333773,-21.317114500000013;03/2010
PESCADOR AUREO LTDA - ME;-42.0307302,-22.972048500000003;11/2012
Petra Agregados RJ Ltda;-43.55254480000001,-22.787512400000008;10/2012
PETRO GAS REVENDA DE GAS LTDA;-43.08193490000001,-22.828130500000004;07/2010
PETROFLEX;-43.363003899999995,-22.824380900000005;07/2005
PETROFLEX;-43.363003899999995,-22.824380900000005;06/2008
PETROGOLD DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;-43.27401450000001,-22.67174830000001;10/2004
PETROGRAN COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA;-41.30014,-21.727781700000012;10/2004
PETROITA TRANSPORTES COLETIVOS DE PASSAGEIROS LTDA;-43.196051499999996,-22.52831000000002;12/2011
PETROLAGOS COMERCIAL DE COMBUSTIVEL LTDA;-42.05052990000001,-22.87608590000001;09/2004
PETROLARA COMÉRCIO VAREJISTA DE GÁS LTDA - ME.;-43.1921469,-22.087966199999993;10/2008
PETROLEO BRASILEIRO S/A;-43.2859341,-22.77338850000001;09/2004
PETROLEO E DERIVADOS PIRAQUÊ LTDA;-43.2163174,-22.97951380000001;10/2004
PETROPNEUS BARRA LTDA;-42.9776283,-22.4013062;10/2004
PETROPNEUS BOM RETIRO LTDA;-42.9570054,-22.425062700000005;10/2004
PETROSALLES AUTO POSTO LTDA;-42.599190700000015,-22.91956840000001;10/2004
PETROVERA DERIVADOS DE PETRÓLEO LTDA.;-41.3184501,-21.762668200000007;10/2004
PETROVILA TRIRRIENSE LTDA;-43.19680150000001,-22.111304500000003;05/2014
PHS TRANSPORTES E COM. DE GÁS LTDA ME;-43.3109207,-22.75257690000001;01/2010
PIMENTEL COMERCIO DE GAS LTDA - ME;-43.1354253,-22.426889800000016;06/2014
PINHERAL GAS COMERCIO LTDA ME;-44.0348125,-22.501190900000005;01/2011
PIRAQUARA AUTO POSTO LTDA;-43.413037100000004,-22.878247600000005;09/2004
PISON CAXIENSE DEP. DE GAS LTDA;-43.3399526,-22.707531900000014;01/2011
PIT GAS 2000 REVENDEDORA LTDA.;-43.2998009,-22.867380699999995;12/2009
PIT STOP POSTO DE SERVIÇOS LTDA;-43.29354,-22.814332300000018;09/2004
P.L. MOURA REVENDEDOR DE GAS LTDA.-ME;-41.7827461,-22.383670500000004;01/2010
P.L. MOURA REVENDEDOR DE GAS LTDA.-ME;-41.76517390000001,-22.35113950000001;03/2013
PLANETA JR. GÁS DE ITAPERUNA LTDA.;-41.9010446,-21.198414600000017;05/2006
PLANETA JR. GÁS DE ITAPERUNA LTDA.;-41.88030550000001,-21.2001578;03/2012
PLANICIE GAS LTDA - ME;-41.27097400000001,-21.830026899999996;12/2013
PLAYVENDER DISTRIBUIDORA DE HIGIENE E LIMPEZA LTDA;-43.2843944,-22.57886440000001;01/2011
POINT DO JONI GÁS LTDA. - ME;-43.40111730000001,-22.7244358;04/2010
Polimak Materiais de Construção Ltda;-43.215319,-22.064007200000017;03/2013
POLY RIO AMBIENTAL LTDA;-43.6606463,-22.643997800000015;03/2011
PONEI POSTO DE GASOLINA LTDA;-43.2150533,-22.964467600000013;10/2004
PONTEGÁS DE MIGUEL PEREIRA LTDA - ME;-43.448913,-22.445632500000013;08/2009
PONTES E LOPES MERCEARIA LTDA ME.;-41.8935426,-21.220473000000016;09/2011
PORTAL DA PRAIA AUTO POSTO LTDA;-43.3165996,-23.007584100000006;10/2004
PORTAL DAS DUNAS COMBUSTIVEIS LTDA;-42.0395878,-22.895039300000008;01/2005
PORTAL DO GAS COMERCIO DE GAS LTDA;-42.043993300000004,-22.89162810000001;09/2011
PORTAL 2006 DISTRIBUIDORA LTDA. - ME.;-44.4697487,-22.476527600000008;09/2010
PORTO DO GALAO GAS LTDA;-43.0855844,-22.83626360000001;12/2010
PORTO IMPERIAL COMÉRCIO DE COMBUSTÍVEIS LTDA.;-44.698463499999995,-23.153827800000013;01/2005
PORTO SEGURO DEPOSITO DE GÁS E ÁGUA MINRAL LTDA;-43.3116211,-22.806098100000007;10/2012
PORTO 2000 AUTO POSTO LTDA.;-43.56968750000001,-22.88431009999999;10/2008
POSTO A. MAIA LTDA;-43.414461100000004,-22.809815500000003;10/2004
POSTO ABASTECIMENTO LIPE LTDA;-43.275764499999994,-22.882403799999995;07/2012
POSTO ABREU DOIS LTDA;-42.982652933925074,-22.784016175423567;09/2004
POSTO ABREU LTDA;-43.0736126,-22.814277599999997;01/2005
POSTO ACONCHEGO DO VELHO LTDA;-43.483665,-22.88199840000002;10/2004
POSTO ALELUIA II LTDA;-42.8776894,-22.931220899999996;01/2012
POSTO ALELUIA LTDA.;-42.8776894,-22.931220899999996;10/2004
POSTO ALTEZA COMERCIO E INDUSTRIA LTDA;-42.103268899999996,-21.626193900000004;10/2004
POSTO ALTEZA COMERCIO E INDUSTRIA LTDA;-42.0801889,-21.66651810000001;10/2004
POSTO ALTO DA SERRA LTDA;-43.67762739999999,-22.54974900000001;09/2004
POSTO ALTO MAR DE SÃO PEDRO DA ALDEIA LTDA;-42.1029445,-22.833673800000017;10/2004
POSTO ALVARO DA COSTA MELLO LTDA;-43.2561492,-22.859715600000012;10/2004
POSTO AMARELINHO DE PETRÓPOLIS LTDA.;-43.1704084,-22.521286800000016;01/2011
POSTO AQUARIUS DE CABO FRIO LTDA;-42.0342845,-22.727741400000014;10/2004
POSTO ARCO IRIS DE SAO FIDELIS LTDA;-41.74571699999999,-21.649378300000002;07/2007
POSTO ARLA LTDA;-43.36112510000002,-22.770797900000012;10/2004
POSTO ATLÂNTICO DE PRAIA SECA LTDA;-42.2793464,-22.870870999999998;09/2004
POSTO AUTO SERVIÇO EL SOMBRERO LTDA;-43.32749020000001,-22.792378200000016;10/2004
POSTO AUTO SERVICOS PARAIBA DO SUL LTDA.;-43.28864340000001,-22.15885820000002;10/2010
POSTO BARÃO DE VASSOURAS LTDA.;-43.6792874,-22.42294460000002;01/2007
POSTO BARRA DE SAO JOAO LTDA;-41.9917555,-22.5878532;10/2004
POSTO BARRA LINDA LTDA;-43.3842451,-22.999861100000015;10/2004
POSTO BARRA MANSA LTDA;-44.203826199999995,-22.521521599999993;10/2004
POSTO BARRA MAR LTDA;-41.77561250000001,-22.368765400000015;10/2004
POSTO AVENIDA CENTRAL LTDA;-42.98753140000001,-22.911097800000004;10/2004
POSTO ALTO DA POSSE COMERCIO DE COMBUSTIVEL LTDA;-43.449151099999995,-22.711236899999992;09/2004
POSTO BARRACAO DE FRIBURGO LTDA;-42.68361089999999,-22.281399300000004;10/2004
POSTO BARRO BRANCO LTDA;-41.9521854,-22.525657500000015;10/2004
POSTO BATOL LTDA;-41.0414662,-21.6318958;10/2004
POSTO BEIRA RIO DE VOLTA REDONDA LTDA;-44.12286040000001,-22.509674800000013;10/2004
POSTO BEIRA RIO LTDA;-43.2870685,-22.161954500000014;10/2004
POSTO BIBI LTDA;-42.9756016,-22.416960499999995;10/2004
POSTO BIG PARK LTDA;-43.0015809,-22.818559700000005;09/2004
POSTO BOA SORTE BM LTDA.;-44.3035435,-22.451395900000016;09/2004
POSTO BOA SORTE DE CANTAGALO LTDA;-42.3593275,-21.97820430000001;09/2004
POSTO BOA VISTA BM LTDA;-44.1856563,-22.536004800000008;01/2005
POSTO BOA VISTA GONÇALENSE LTDA;-43.05655840000001,-22.81482350000001;10/2004
POSTO BOCAININHA LTDA;-44.13520470000002,-22.5116315;10/2004
POSTO BONANÇA DE VISCONDE LTDA.;-42.0601711,-22.06400270000001;01/2005
POSTO BONSUCESSO FIDELENSE LTDA;-41.73620749999999,-21.654276500000005;10/2013
POSTO BONSUCESSO LTDA;-41.32282399999999,-21.72921940000002;10/2004
POSTO BRAGA¿S DE ITAIPUAÇU LTDA;-42.982880599999994,-22.9589649;12/2006
POSTO BRASA LTDA;-41.3364462,-21.757999700000006;10/2004
POSTO BRASIL DE SUMIDOURO LTDA;-42.67455369999999,-22.047781300000015;10/2004
POSTO BRASIL GRANDE LTDA.;-43.293446200000005,-22.81435640000001;10/2004
POSTO BRASIL 76 LTDA;-41.330775499999994,-21.739915800000013;10/2004
POSTO BRAVO DE TERESÓPOLIS LTDA;-42.9752079,-22.418644100000012;10/2004
POSTO BOA VIAGEM LTDA;-43.4192401,-22.763252500000018;09/2004
POSTO BURITI LTDA;-42.1029445,-22.833673800000017;10/2004
POSTO C M  LTDA;-43.33298200000001,-22.174070200000013;10/2004
POSTO CABIÚNAS LTDA.;-41.7749245,-22.376395600000013;10/2004
POSTO CABO FRIO DE GNV LTDA.;-42.0505093,-22.885466200000018;12/2005
POSTO CAIC DE CABO FRIO LTDA;-42.0196064,-22.875113400000018;10/2004
POSTO CAIÇARA LTDA;-41.89267900000001,-21.202127600000015;05/2006
POSTO CAJUTI DE ABASTECIMENTO LTDA;-43.2553507,-22.94359450000001;10/2004
POSTO CAMPEÃO LTDA;-43.07535529999999,-22.84775360000001;10/2004
POSTO CAMPO NOVO LTDA.;-41.0484428,-21.636844600000007;12/2010
POSTO CANCELA SERVIÇOS E COMERCIO LTDA;-41.7979753,-22.391671900000016;10/2004
POSTO CANUDOS LTDA.;-43.44345,-22.99040420000001;10/2004
POSTO CAPIVARI LTDA;-43.2632701,-22.55682990000002;09/2004
POSTO CARIOCA IATE CLUBE DE RAMOS LTDA.;-43.25479349999999,-22.83752129999999;03/2006
POSTO CAROBELLA LTDA;-41.3567966,-21.743436599999995;10/2004
POSTO CAROLINA MACHADO LTDA;-43.33191560000001,-22.879773900000014;10/2004
POSTO CARRETEIRO DE MIRACEMA LTDA;-42.1929915,-21.4124132;10/2004
POSTO CARRETEIRO LTDA;-43.290269000000016,-22.799973799999997;10/2004
POSTO CASTELO LTDA;-43.0005418,-22.1908806;10/2004
POSTO CASTELO LTDA;-43.0005418,-22.1908806;03/2012
POSTO CASTILHO LTDA;-43.7711353,-22.875746;10/2004
POSTO CAMPEÃO DE ITAMBI LTDA.;-42.953107,-22.71445200000002;10/2007
POSTO CANTEIRO DAS BARCAS LTDA;-43.12394640000001,-22.8914036;10/2004
POSTO CATAVENTO DA SERRA LTDA.;-43.9319704,-22.614539000000015;11/2008
POSTO CATEDRAL LTDA;-43.18082559999999,-22.913327099999997;10/2004
POSTO CELEIRO DE SAO VICENTE LTDA;-42.3499017,-22.887529299999997;10/2004
POSTO CENTRAL DE CORDEIRO LTDA;-42.37120589999999,-22.033112900000003;07/2009
POSTO CENTRAL DE MERETI LTDA;-43.3723513,-22.80376340000002;09/2004
POSTO CENTRAL DE TRAVESSÃO LTDA.;-41.309131300000004,-21.607728000000016;07/2005
POSTO CENTRAL LTDA;-41.333970400000005,-21.75640380000002;10/2004
POSTO CENTRAL LTDA;-41.3355642,-21.751313099999994;10/2004
POSTO CHÁCARA DO PARAÍSO ABASTECIMENTO E SERVIÇOS LTDA;-42.5257554,-22.288447100000013;01/2005
POSTO CIDADE DAS ROSAS LTDA;-43.4957646,-22.47559530000001;10/2004
POSTO CIDADE DAS ROSAS LTDA;-43.4957646,-22.47559530000001;10/2004
POSTO CIDADE MANGARATIBA LTDA;-44.0423305,-22.95944390000001;10/2004
POSTO COELHINHO LTDA;-43.3431612,-22.832449900000015;10/2004
POSTO COELHO GONÇALENSE LTDA;-43.0402552,-22.808504999999997;10/2004
POSTO COLUBANDE LTDA.;-43.0050063,-22.83235370000002;10/2004
POSTO COMBOIO LTDA;-42.183559200000005,-21.5415319;10/2004
POSTO COMBUSTÍVEIS GRUSSAÍ SOL E MAR LTDA.;-41.03216900000001,-21.700481400000022;10/2004
POSTO COMBUSTÍVEIS GRUSSAÍ SOL E MAR LTDA.;-41.0221443,-21.627249600000006;01/2005
POSTO COMBUSTIVEIS VILA NOVA DE CAMPOS LTDA. ME.;-41.3243403,-21.726233400000005;10/2004
POSTO COMÉRCIO DE COMBUSTÍVEIS FM3 LTDA.;-43.15529359999999,-22.126501499999993;12/2011
POSTO CAVA LTDA;-43.553439,-22.791851800000007;10/2004
POSTO CONFORTO DE V. R. LTDA.;-44.1132804,-22.52005100000001;04/2013
POSTO CONSELHEIRO PAULINO LTDA;-42.5309301,-22.26110380000002;10/2004
POSTO CONTINENTAL DE SERVICOS LTDA;-42.62553100000001,-22.709333200000014;10/2004
POSTO COPA 70 LTDA;-43.3473117,-22.82776500000001;10/2004
POSTO CORUJÃO DA DUTRA BM LTDA.;-44.2038455,-22.521507400000008;12/2010
POSTO COSTA BARBOSA LTDA;-43.5546076,-22.889248499999994;10/2004
POSTO CURCIO COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;-41.663582500000004,-21.141972600000006;09/2004
POSTO DA DIVISA DE JAMAPARA LTDA;-42.6994967,-21.8881169;10/2004
POSTO DA PENHA DE CAMPOS LTDA;-41.2904728,-21.793198200000013;10/2004
POSTO DALLAS DE CAMPOS COMÉRCIO DE COMBUSTÍVEIS LTDA.;-41.315859700000004,-21.735532600000013;02/2006
POSTO DARSENA LTDA;-44.03453420000002,-22.93850070000002;10/2004
POSTO DAS DUNAS DE CABO FRIO LTDA;-42.00992140000001,-22.84268670000001;09/2004
POSTO DE ABAST.  SERVIÇOS E COM. LINHA AMARELA LTDA.;-43.3660192,-22.980871299999997;10/2004
POSTO DE ABASTECIMENTO A GÁS PERFEITO LTDA.;-43.23332810000001,-22.889649699999996;09/2004
POSTO DE ABASTECIMENTO A GAS SANTA AMELIA LTDA;-43.2121488,-22.915857899999995;10/2004
POSTO DE ABASTECIMENTO A GAS 2000 DE CAXIAS LTDA;-43.30972440000001,-22.739608400000005;10/2004
POSTO DE ABASTECIMENTO AIMEE LTDA;-43.576001,-22.940095100000004;10/2004
POSTO DE ABASTECIMENTO ALEGAS DO CAJU LTDA;-43.2230929,-22.888544000000007;01/2005
POSTO DE ABASTECIMENTO ALEGRIA LTDA;-43.23196250000001,-22.887410600000017;10/2004
POSTO DE ABASTECIMENTO ALLERS;-43.9319567,-22.61449490000001;10/2004
POSTO DE ABASTECIMENTO AMOR DA ILHA LTDA;-43.20870280000001,-22.805484900000003;11/2014
POSTO CONFIANÇA LTDA;-43.1239016,-22.898307900000006;10/2004
POSTO DE ABASTECIMENTO AMOR DA LEOPOLDINA LTDA.;-43.293630400000005,-22.814309099999996;03/2009
POSTO DE ABASTECIMENTO ANTONIO DE LOURDES LTDA;-42.9899491,-22.535199;09/2004
POSTO DE ABASTECIMENTO BACELLAR  DE VILA ISABEL LTDA;-43.2455187,-22.917601499999993;02/2007
POSTO DE ABASTECIMENTO BARRA CACHAMORRA LTDA.;-43.5536548,-22.927114;12/2010
POSTO DE ABASTECIMENTO BARRA MONTEIRO LTDA.;-43.56550840000001,-22.92327740000001;03/2009
POSTO DE ABASTECIMENTO C. A - 1 MERCEDES LTDA;-43.57576280000001,-22.907714700000014;10/2004
POSTO DE ABASTECIMENTO COSTA TROPICAL LTDA;-44.4376641,-22.958490200000014;10/2004
